Z     age    Bmag   Vmag  
0.015 7.800   6.052  5.331
0.015 7.800   7.254  6.346
0.015 7.800   7.720  6.733
0.015 7.800   4.222  3.785
0.015 7.800   1.996  1.940
0.015 7.800   1.120  1.178
0.015 7.800   5.657  4.999
0.015 7.800   3.305  3.003
0.015 7.800   7.493  6.544
0.015 7.800   0.053  0.173
0.015 7.800   7.734  6.744
0.015 7.800   0.681  0.770
0.015 7.800   3.096  2.829
0.015 7.800   7.498  6.549
0.015 7.800   7.687  6.705
0.015 7.800   4.855  4.324
0.015 7.800   6.953  6.093
0.015 7.800   8.918  7.674
0.015 7.800   7.819  6.810
0.015 7.800   7.591  6.626
0.015 7.800   3.792  3.414
0.015 7.800  -2.124 -3.459
0.015 7.800   5.219  4.630
0.015 7.800   7.106  6.221
0.015 7.800   6.340  5.573
0.015 7.800  -0.828 -0.674
0.015 7.800   7.304  6.388
0.015 7.800   3.261  2.965
0.015 7.800   3.521  3.183
0.015 7.800   1.197  1.249
0.015 7.800   2.536  2.375
0.015 7.800   2.129  2.049
0.015 7.800   6.228  5.479
0.015 7.800   0.335  0.442
0.015 7.800   2.310  2.194
0.015 7.800   2.137  2.055
0.015 7.800   2.166  2.078
0.015 7.800  -0.308 -0.172
0.015 7.800   3.763  3.389
0.015 7.800   7.559  6.600
0.015 7.800   4.847  4.317
0.015 7.800   5.334  4.727
0.015 7.800   4.257  3.815
0.015 7.800   7.252  6.344
0.015 7.800   7.595  6.629
0.015 7.800   4.826  4.300
0.015 7.800   8.794  7.572
0.015 7.800   5.051  4.489
0.015 7.800   7.743  6.751
0.015 7.800   4.761  4.245
0.015 7.800   3.051  2.793
0.015 7.800   6.967  6.104
0.015 7.800   5.422  4.801
0.015 7.800   1.889  1.850
0.015 7.800   0.035  0.156
0.015 7.800   0.106  0.224
0.015 7.800   3.037  2.781
0.015 7.800   4.396  3.935
0.015 7.800   0.883  0.959
0.015 7.800   8.532  7.360
0.015 7.800   0.031  0.152
0.015 7.800   5.741  5.070
0.015 7.800   2.075  2.005
0.015 7.800   6.092  5.365
0.015 7.800   7.215  6.313
0.015 7.800   8.952  7.701
0.015 7.800  -0.479 -0.337
0.015 7.800   5.097  4.527
0.015 7.800   7.186  6.289
0.015 7.800   5.274  4.677
0.015 7.800   1.815  1.789
0.015 7.800   4.183  3.751
0.015 7.800   7.740  6.748
0.015 7.800   7.306  6.390
0.015 7.800   6.061  5.339
0.015 7.800   3.691  3.327
0.015 7.800   7.978  6.930
0.015 7.800   6.620  5.810
0.015 7.800   8.305  7.179
0.015 7.800   6.684  5.864
0.015 7.800   4.874  4.341
0.015 7.800  -0.707 -0.557
0.015 7.800   8.815  7.589
0.015 7.800   1.335  1.373
0.015 7.800   6.622  5.812
0.015 7.800   3.444  3.118
0.015 7.800   8.303  7.178
0.015 7.800  -0.241 -0.108
0.015 7.800   6.525  5.730
0.015 7.800   0.447  0.548
0.015 7.800   8.843  7.613
0.015 7.800   7.429  6.492
0.015 7.800   8.169  7.074
0.015 7.800  -0.272 -0.138
0.015 7.800   3.453  3.126
0.015 7.800   5.304  4.702
0.015 7.800   1.645  1.644
0.015 7.800   2.303  2.189
0.015 7.800   4.960  4.413
0.015 7.800   4.252  3.810
0.015 7.800   3.471  3.140
0.015 7.800   8.814  7.588
0.015 7.800   3.699  3.334
0.015 7.800   5.728  5.058
0.015 7.800   7.117  6.231
0.015 7.800   7.287  6.373
0.015 7.800   7.389  6.459
0.015 7.800  -0.535 -0.391
0.015 7.800   2.921  2.686
0.015 7.800   3.284  2.985
0.015 7.800   4.493  4.017
0.015 7.800   7.558  6.598
0.015 7.800   4.855  4.324
0.015 7.800   6.646  5.832
0.015 7.800   7.262  6.353
0.015 7.800   2.636  2.454
0.015 7.800   6.651  5.836
0.015 7.800   8.128  7.043
0.015 7.800   1.469  1.492
0.015 7.800   3.580  3.232
0.015 7.800   8.042  6.978
0.015 7.800   0.516  0.614
0.015 7.800   0.073  0.192
0.015 7.800   6.345  5.577
0.015 7.800   0.788  0.870
0.015 7.800   6.720  5.895
0.015 7.800   6.020  5.305
0.015 7.800   5.542  4.902
0.015 7.800   6.627  5.816
0.015 7.800   3.767  3.392
0.015 7.800   1.832  1.803
0.015 7.800   7.126  6.238
0.015 7.800   7.523  6.570
0.015 7.800   7.947  6.906
0.015 7.800   4.299  3.851
0.015 7.800   9.148  7.865
0.015 7.800   5.619  4.967
0.015 7.800   6.254  5.501
0.015 7.800   3.172  2.892
0.015 7.800   8.908  7.665
0.015 7.800   7.666  6.688
0.015 7.800   0.791  0.873
0.015 7.800   8.124  7.040
0.015 7.800   1.164  1.218
0.015 7.800   9.300  7.996
0.015 7.800   3.798  3.419
0.015 7.800   7.210  6.309
0.015 7.800  -0.528 -0.384
0.015 7.800   7.522  6.568
0.015 7.800   4.395  3.934
0.015 7.800  -0.073  0.053
0.015 7.800   0.134  0.250
0.015 7.800   7.842  6.827
0.015 7.800   6.074  5.350
0.015 7.800   1.842  1.811
0.015 7.800   8.848  7.616
0.015 7.800   1.985  1.931
0.015 7.800   8.034  6.973
0.015 7.800  -0.373 -0.235
0.015 7.800   4.094  3.674
0.015 7.800   7.915  6.882
0.015 7.800   8.979  7.724
0.015 7.800   2.839  2.619
0.015 7.800   7.509  6.558
0.015 7.800   0.275  0.385
0.015 7.800   8.280  7.159
0.015 7.800   1.283  1.326
0.015 7.800   5.035  4.476
0.015 7.800   2.770  2.562
0.015 7.800   1.882  1.845
0.015 7.800   5.909  5.211
0.015 7.800   8.918  7.673
0.015 7.800   7.314  6.397
0.015 7.800   5.489  4.858
0.015 7.800   0.976  1.046
0.015 7.800   5.763  5.088
0.015 7.800   4.858  4.327
0.015 7.800   5.214  4.626
0.015 7.800   6.051  5.330
0.015 7.800   5.921  5.221
0.015 7.800   3.082  2.818
0.015 7.800   6.867  6.020
0.015 7.800   7.331  6.410
0.015 7.800   4.332  3.880
0.015 7.800   1.203  1.254
0.015 7.800   7.647  6.672
0.015 7.800   6.347  5.579
0.015 7.800   6.881  6.031
0.015 7.800   0.756  0.841
0.015 7.800   7.106  6.221
0.015 7.800   4.649  4.150
0.015 7.800   5.235  4.644
0.015 7.800   5.459  4.833
0.015 7.800   5.863  5.172
0.015 7.800   8.000  6.947
0.015 7.800   9.179  7.891
0.015 7.800   7.211  6.309
0.015 7.800   7.343  6.421
0.015 7.800   5.754  5.081
0.015 7.800   4.913  4.373
0.015 7.800   7.889  6.863
0.015 7.800  -0.831 -0.677
0.015 7.800   4.394  3.933
0.015 7.800   5.534  4.896
0.015 7.800  -2.384 -2.218
0.015 7.800   4.074  3.657
0.015 7.800   4.896  4.359
0.015 7.800   3.319  3.014
0.015 7.800   4.542  4.059
0.015 7.800   8.280  7.160
0.015 7.800   7.523  6.569
0.015 7.800   3.569  3.223
0.015 7.800   4.931  4.389
0.015 7.800   4.749  4.234
0.015 7.800   0.590  0.684
0.015 7.800   7.614  6.645
0.015 7.800   1.533  1.548
0.015 7.800   6.937  6.079
0.015 7.800   9.101  7.825
0.015 7.800   5.891  5.196
0.015 7.800   1.501  1.519
0.015 7.800   2.897  2.666
0.015 7.800   0.172  0.287
0.015 7.800   3.174  2.894
0.015 7.800   8.713  7.506
0.015 7.800   6.273  5.516
0.015 7.800   7.777  6.778
0.015 7.800   7.678  6.698
0.015 7.800   4.288  3.842
0.015 7.800   8.918  7.673
0.015 7.800   5.266  4.669
0.015 7.800   7.701  6.717
0.015 7.800   8.682  7.481
0.015 7.800   4.042  3.629
0.015 7.800   1.802  1.778
0.015 7.800   1.311  1.351
0.015 7.800   8.892  7.652
0.015 7.800   7.192  6.293
0.015 7.800   7.750  6.756
0.015 7.800   2.228  2.129
0.015 7.800  -0.946 -0.789
0.015 7.800   3.654  3.295
0.015 7.800   0.925  0.998
0.015 7.800   3.873  3.484
0.015 7.800   2.204  2.109
0.015 7.800   7.708  6.723
0.015 7.800   7.916  6.883
0.015 7.800   6.412  5.634
0.015 7.800   6.708  5.885
0.015 7.800   7.384  6.454
0.015 7.800  -2.307 -2.140
0.015 7.800   6.823  5.983
0.015 7.800   5.934  5.232
0.015 7.800   7.046  6.171
0.015 7.800   1.678  1.673
0.015 7.800   0.959  1.030
0.015 7.800   7.049  6.173
0.015 7.800   1.171  1.225
0.015 7.800   6.448  5.664
0.015 7.800   5.393  4.777
0.015 7.800   2.685  2.494
0.015 7.800   0.773  0.857
0.015 7.800   9.285  7.983
0.015 7.800   6.228  5.479
0.015 7.800   5.011  4.455
0.015 7.800   1.955  1.906
0.015 7.800   5.733  5.063
0.015 7.800   2.473  2.323
0.015 7.800   7.764  6.768
0.015 7.800   8.880  7.642
0.015 7.800   7.825  6.814
0.015 7.800   8.046  6.981
0.015 7.800   8.619  7.430
0.015 7.800   6.284  5.526
0.015 7.800   5.976  5.268
0.015 7.800  -0.499 -0.356
0.015 7.800   5.729  5.059
0.015 7.800   8.705  7.500
0.015 7.800   5.384  4.770
0.015 7.800   4.914  4.374
0.015 7.800   7.416  6.481
0.015 7.800   5.573  4.929
0.015 7.800   5.707  5.041
0.015 7.800   7.224  6.321
0.015 7.800   4.788  4.267
0.015 7.800   7.990  6.939
0.015 7.800   2.220  2.123
0.015 7.800  -1.623 -1.453
0.015 7.800   4.303  3.855
0.015 7.800  -0.415 -0.275
0.015 7.800   3.509  3.173
0.015 7.800   1.886  1.849
0.015 7.800   7.016  6.145
0.015 7.800   1.747  1.732
0.015 7.800   6.663  5.847
0.015 7.800   3.336  3.028
0.015 7.800   2.233  2.133
0.015 7.800   3.767  3.393
0.015 7.800   5.411  4.792
0.015 7.800   5.791  5.111
0.015 7.800   5.021  4.464
0.015 7.800   2.325  2.206
0.015 7.800   8.015  6.958
0.015 7.800   2.700  2.506
0.015 7.800   1.917  1.874
0.015 7.800   6.751  5.922
0.015 7.800   8.809  7.585
0.015 7.800   6.121  5.389
0.015 7.800   7.766  6.769
0.015 7.800   1.969  1.917
0.015 7.800   6.179  5.438
0.015 7.800  -2.140 -1.971
0.015 7.800   8.089  7.014
0.015 7.800   6.918  6.063
0.015 7.800   0.892  0.968
0.015 7.800   0.215  0.328
0.015 7.800   6.853  6.008
0.015 7.800   4.451  3.981
0.015 7.800   3.201  2.916
0.015 7.800   8.427  7.275
0.015 7.800   2.791  2.580
0.015 7.800   4.365  3.908
0.015 7.800   8.209  7.105
0.015 7.800   1.885  1.847
0.015 7.800   2.364  2.238
0.015 7.800   1.140  1.196
0.015 7.800   2.525  2.366
0.015 7.800   1.777  1.757
0.015 7.800   7.673  6.694
0.015 7.800   7.897  6.869
0.015 7.800   7.170  6.275
0.015 7.800   7.695  6.712
0.015 7.800   0.294  0.403
0.015 7.800   7.113  6.226
0.015 7.800   1.407  1.436
0.015 7.800   1.451  1.476
0.015 7.800   0.042  0.163
0.015 7.800   7.711  6.725
0.015 7.800   6.857  6.012
0.015 7.800   5.011  4.456
0.015 7.800   7.428  6.491
0.015 7.800   3.274  2.977
0.015 7.800   1.728  1.715
0.015 7.800   1.541  1.555
0.015 7.800   8.890  7.650
0.015 7.800   5.809  5.127
0.015 7.800   7.134  6.244
0.015 7.800   5.664  5.005
0.015 7.800   8.928  7.681
0.015 7.800   8.137  7.050
0.015 7.800   4.901  4.363
0.015 7.800   0.191  0.305
0.015 7.800   1.544  1.557
0.015 7.800   1.446  1.472
0.015 7.800   4.474  4.001
0.015 7.800  -1.515 -1.345
0.015 7.800   5.443  4.819
0.015 7.800   9.212  7.920
0.015 7.800   1.996  1.939
0.015 7.800   1.300  1.342
0.015 7.800   2.051  1.985
0.015 7.800   2.787  2.576
0.015 7.800   2.077  2.006
0.015 7.800  -0.486 -0.344
0.015 7.800   8.978  7.723
0.015 7.800   5.746  5.073
0.015 7.800   3.159  2.882
0.015 7.800   0.333  0.441
0.015 7.800   3.707  3.341
0.015 7.800   8.046  6.981
0.015 7.800   7.667  6.689
0.015 7.800   5.981  5.272
0.015 7.800   6.704  5.881
0.015 7.800   4.937  4.393
0.015 7.800   9.093  7.819
0.015 7.800   9.220  7.927
0.015 7.800   2.249  2.146
0.015 7.800   7.766  6.769
0.015 7.800   5.419  4.798
0.015 7.800   7.213  6.311
0.015 7.800   6.247  5.495
0.015 7.800   8.761  7.546
0.015 7.800   2.587  2.415
0.015 7.800   0.539  0.636
0.015 7.800   6.306  5.544
0.015 7.800   3.909  3.515
0.015 7.800   7.409  6.475
0.015 7.800   0.249  0.360
0.015 7.800   1.800  1.777
0.015 7.800   8.045  6.981
0.015 7.800   4.616  4.121
0.015 7.800   6.810  5.972
0.015 7.800   7.466  6.522
0.015 7.800   9.004  7.745
0.015 7.800   6.111  5.381
0.015 7.800   7.709  6.724
0.015 7.800   1.259  1.304
0.015 7.800   5.251  4.657
0.015 7.800   8.043  6.979
0.015 7.800   7.544  6.587
0.015 7.800   1.740  1.726
0.015 7.800   4.037  3.625
0.015 7.800   7.234  6.329
0.015 7.800   4.926  4.384
0.015 7.800   8.916  7.672
0.015 7.800   7.366  6.440
0.015 7.800   7.671  6.692
0.015 7.800   6.525  5.730
0.015 7.800   3.974  3.571
0.015 7.800   1.117  1.176
0.015 7.800  -1.424 -1.256
0.015 7.800   1.557  1.568
0.015 7.800   6.833  5.992
0.015 7.800   6.691  5.871
0.015 7.800   2.997  2.749
0.015 7.800   5.324  4.719
0.015 7.800   9.290  7.987
0.015 7.800   4.038  3.626
0.015 7.800   8.833  7.604
0.015 7.800   5.435  4.812
0.015 7.800   1.343  1.380
0.015 7.800   3.016  2.764
0.015 7.800   2.689  2.497
0.015 7.800   3.860  3.473
0.015 7.800   7.571  6.609
0.015 7.800   7.650  6.674
0.015 7.800   8.967  7.714
0.015 7.800   6.069  5.346
0.015 7.800   2.563  2.396
0.015 7.800   5.732  5.061
0.015 7.800   4.951  4.405
0.015 7.800   7.037  6.163
0.015 7.800   2.567  2.399
0.015 7.800   3.400  3.081
0.015 7.800   5.291  4.691
0.015 7.800   7.319  6.400
0.015 7.800   6.602  5.795
0.015 7.800   6.108  5.379
0.015 7.800   1.139  1.195
0.015 7.800   1.689  1.682
0.015 7.800   8.244  7.132
0.015 7.800   7.228  6.324
0.015 7.800   6.707  5.884
0.015 7.800   0.698  0.786
0.015 7.800   6.930  6.073
0.015 7.800   4.185  3.752
0.015 7.800   8.921  7.676
0.015 7.800   6.405  5.628
0.015 7.800   0.948  1.020
0.015 7.800   7.265  6.355
0.015 7.800   8.910  7.667
0.015 7.800   5.372  4.759
0.015 7.800   7.943  6.903
0.015 7.800   5.071  4.506
0.015 7.800   6.033  5.315
0.015 7.800   4.353  3.898
0.015 7.800   6.751  5.922
0.015 7.800   2.959  2.717
0.015 7.800   1.981  1.927
0.015 7.800   5.165  4.584
0.015 7.800   4.730  4.219
0.015 7.800   6.301  5.540
0.015 7.800   8.364  7.226
0.015 7.800   1.547  1.560
0.015 7.800   2.088  2.015
0.015 7.800   7.900  6.871
0.015 7.800   4.289  3.842
0.015 7.800   9.072  7.802
0.015 7.800   0.819  0.900
0.015 7.800   2.658  2.472
0.015 7.800   6.727  5.901
0.015 7.800   6.328  5.563
0.015 7.800   3.577  3.230
0.015 7.800   6.901  6.048
0.015 7.800  -1.753 -1.583
0.015 7.800   3.079  2.816
0.015 7.800   5.451  4.826
0.015 7.800   6.128  5.396
0.015 7.800   7.517  6.565
0.015 7.800   4.421  3.956
0.015 7.800   1.437  1.463
0.015 7.800   4.597  4.105
0.015 7.800   3.420  3.097
0.015 7.800   1.541  1.554
0.015 7.800   4.054  3.640
0.015 7.800   2.292  2.180
0.015 7.800   6.444  5.661
0.015 7.800   4.963  4.415
0.015 7.800   1.394  1.425
0.015 7.800   4.805  4.282
0.015 7.800   0.780  0.863
0.015 7.800   5.003  4.448
0.015 7.800   8.971  7.717
0.015 7.800   1.584  1.592
0.015 7.800   7.237  6.332
0.015 7.800   1.712  1.701
0.015 7.800   0.004  0.126
0.015 7.800   7.914  6.881
0.015 7.800   7.379  6.450
0.015 7.800   6.598  5.791
0.015 7.800   0.270  0.380
0.015 7.800   6.965  6.102
0.015 7.800   1.287  1.329
0.015 7.800   0.747  0.832
0.015 7.800   0.934  1.007
0.015 7.800   0.942  1.015
0.015 7.800   4.370  3.913
0.015 7.800   5.736  5.065
0.015 7.800   7.046  6.171
0.015 7.800   4.368  3.911
0.015 7.800  -2.208 -2.039
0.015 7.800   0.594  0.688
0.015 7.800   7.046  6.170
0.015 7.800   7.534  6.578
0.015 7.800   8.029  6.969
0.015 7.800   8.078  7.005
0.015 7.800   0.269  0.379
0.015 7.800   7.455  6.514
0.015 7.800   4.409  3.946
0.015 7.800   4.697  4.190
0.015 7.800   1.131  1.188
0.015 7.800   8.473  7.313
0.015 7.800   9.012  7.751
0.015 7.800   2.770  2.563
0.015 7.800   1.797  1.773
0.015 7.800   8.152  7.062
0.015 7.800   7.725  6.736
0.015 7.800   8.582  7.400
0.015 7.800   5.664  5.005
0.015 7.800   5.460  4.834
0.015 7.800  -1.633 -1.463
0.015 7.800   1.994  1.938
0.015 7.800   3.572  3.226
0.015 7.800   7.411  6.477
0.015 7.800   2.259  2.154
0.015 7.800   7.803  6.797
0.015 7.800   1.301  1.342
0.015 7.800   8.947  7.697
0.015 7.800   2.042  1.978
0.015 7.800   6.168  5.429
0.015 7.800   6.135  5.401
0.015 7.800   3.791  3.413
0.015 7.800   4.706  4.198
0.015 7.800   7.747  6.754
0.015 7.800   8.037  6.974
0.015 7.800  -1.380 -1.213
0.015 7.800   6.463  5.677
0.015 7.800   8.284  7.163
0.015 7.800   6.854  6.009
0.015 7.800   2.201  2.107
0.015 7.800   5.271  4.674
0.015 7.800   4.314  3.864
0.015 7.800   4.465  3.994
0.015 7.800   0.559  0.654
0.015 7.800   1.170  1.224
0.015 7.800   2.087  2.015
0.015 7.800   3.434  3.109
0.015 7.800   0.340  0.447
0.015 7.800  -2.731 -2.572
0.015 7.800   5.393  4.777
0.015 7.800   9.270  7.970
0.015 7.800   6.117  5.386
0.015 7.800   4.269  3.825
0.015 7.800   7.248  6.341
0.015 7.800   6.893  6.042
0.015 7.800   7.701  6.717
0.015 7.800   0.826  0.906
0.015 7.800   2.321  2.203
0.015 7.800   9.043  7.777
0.015 7.800   5.715  5.048
0.015 7.800   6.410  5.632
0.015 7.800   7.341  6.419
0.015 7.800   8.393  7.249
0.015 7.800   7.841  6.827
0.015 7.800   2.551  2.386
0.015 7.800  -1.664 -1.493
0.015 7.800   5.269  4.672
0.015 7.800   6.722  5.897
0.015 7.800   0.651  0.742
0.015 7.800   6.283  5.525
0.015 7.800   3.934  3.537
0.015 7.800   6.144  5.409
0.015 7.800   4.188  3.755
0.015 7.800   6.949  6.089
0.015 7.800   5.854  5.164
0.015 7.800   8.134  7.048
0.015 7.800   8.743  7.531
0.015 7.800   3.456  3.128
0.015 7.800   6.663  5.847
0.015 7.800   6.901  6.049
0.015 7.800   7.648  6.673
0.015 7.800   6.726  5.901
0.015 7.800   0.914  0.988
0.015 7.800   4.453  3.984
0.015 7.800   9.284  7.982
0.015 7.800   7.504  6.554
0.015 7.800   0.060  0.180
0.015 7.800   1.990  1.934
0.015 7.800   8.834  7.605
0.015 7.800   0.066  0.186
0.015 7.800   7.755  6.760
0.015 7.800   3.980  3.576
0.015 7.800   8.974  7.720
0.015 7.800   5.013  4.457
0.015 7.800   7.817  6.808
0.015 7.800   7.467  6.524
0.015 7.800   6.733  5.906
0.015 7.800   7.067  6.188
0.015 7.800   3.716  3.348
0.015 7.800   8.739  7.528
0.015 7.800   6.641  5.828
0.015 7.800   3.133  2.860
0.015 7.800   2.338  2.217
0.015 7.800   4.405  3.942
0.015 7.800   0.372  0.477
0.015 7.800   7.792  6.789
0.015 7.800   6.083  5.358
0.015 7.800   5.880  5.186
0.015 7.800   6.205  5.460
0.015 7.800   1.991  1.936
0.015 7.800   0.930  1.003
0.015 7.800   3.421  3.098
0.015 7.800   7.535  6.579
0.015 7.800  -0.235 -0.102
0.015 7.800   5.019  4.462
0.015 7.800   6.012  5.298
0.015 7.800   8.233  7.123
0.015 7.800   8.622  7.433
0.015 7.800   6.650  5.835
0.015 7.800   6.937  6.079
0.015 7.800   2.151  2.067
0.015 7.800   5.111  4.539
0.015 7.800   8.625  7.435
0.015 7.800   3.463  3.134
0.015 7.800   2.896  2.665
0.015 7.800   5.781  5.103
0.015 7.800   9.134  7.854
0.015 7.800   2.870  2.644
0.015 7.800   7.809  6.802
0.015 7.800   7.941  6.902
0.015 7.800   7.291  6.377
0.015 7.900   1.670  1.663
0.015 7.900   9.250  7.974
0.015 7.900   2.273  2.164
0.015 7.900   3.177  2.896
0.015 7.900   5.690  5.026
0.015 7.900   4.758  4.241
0.015 7.900   1.040  1.102
0.015 7.900   5.597  4.948
0.015 7.900   8.467  7.339
0.015 7.900   4.355  3.900
0.015 7.900   6.842  5.998
0.015 7.900   1.114  1.170
0.015 7.900   8.063  7.016
0.015 7.900   4.986  4.434
0.015 7.900   4.477  4.003
0.015 7.900   1.443  1.466
0.015 7.900   8.923  7.704
0.015 7.900   8.323  7.226
0.015 7.900  -1.292 -1.136
0.015 7.900   5.602  4.953
0.015 7.900   7.255  6.346
0.015 7.900   8.579  7.427
0.015 7.900   8.219  7.143
0.015 7.900   8.184  7.115
0.015 7.900  -0.700 -0.556
0.015 7.900   6.168  5.429
0.015 7.900   6.378  5.604
0.015 7.900   7.631  6.660
0.015 7.900   0.145  0.258
0.015 7.900   7.344  6.420
0.015 7.900   6.533  5.735
0.015 7.900   3.487  3.154
0.015 7.900   3.394  3.076
0.015 7.900   4.999  4.446
0.015 7.900   8.399  7.286
0.015 7.900   8.199  7.127
0.015 7.900   3.724  3.356
0.015 7.900   6.289  5.530
0.015 7.900   5.877  5.183
0.015 7.900   6.955  6.093
0.015 7.900   3.170  2.890
0.015 7.900   2.832  2.612
0.015 7.900   4.009  3.601
0.015 7.900   0.371  0.474
0.015 7.900   7.308  6.390
0.015 7.900   2.843  2.621
0.015 7.900   3.046  2.788
0.015 7.900   6.311  5.549
0.015 7.900   8.129  7.070
0.015 7.900   6.954  6.092
0.015 7.900   1.937  1.889
0.015 7.900   8.153  7.090
0.015 7.900   6.592  5.785
0.015 7.900   8.383  7.273
0.015 7.900   0.115  0.229
0.015 7.900   8.891  7.678
0.015 7.900   5.493  4.861
0.015 7.900   6.384  5.610
0.015 7.900   7.646  6.672
0.015 7.900   7.819  6.817
0.015 7.900   8.346  7.244
0.015 7.900   3.505  3.169
0.015 7.900   7.375  6.447
0.015 7.900   0.847  0.923
0.015 7.900   6.079  5.354
0.015 7.900   3.835  3.450
0.015 7.900   5.392  4.776
0.015 7.900   1.400  1.428
0.015 7.900   8.970  7.742
0.015 7.900   7.781  6.785
0.015 7.900   0.336  0.440
0.015 7.900   5.446  4.822
0.015 7.900   9.106  7.853
0.015 7.900   8.523  7.383
0.015 7.900   6.858  6.011
0.015 7.900   4.661  4.159
0.015 7.900  -0.086  0.036
0.015 7.900   6.728  5.901
0.015 7.900   5.141  4.565
0.015 7.900   7.206  6.304
0.015 7.900   8.362  7.257
0.015 7.900   1.676  1.668
0.015 7.900   8.555  7.409
0.015 7.900   6.225  5.476
0.015 7.900   6.237  5.486
0.015 7.900   6.248  5.496
0.015 7.900   5.707  5.040
0.015 7.900   3.823  3.441
0.015 7.900   5.168  4.587
0.015 7.900   7.575  6.613
0.015 7.900   0.393  0.494
0.015 7.900   7.751  6.760
0.015 7.900   5.507  4.873
0.015 7.900   7.869  6.859
0.015 7.900   4.620  4.125
0.015 7.900   6.128  5.396
0.015 7.900   8.118  7.062
0.015 7.900   4.704  4.196
0.015 7.900   5.148  4.570
0.015 7.900  -3.666 -4.136
0.015 7.900   7.118  6.230
